Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
RL,Land Use,150,Europe,5110,Area,6646,Forest land,2002,2002,1000 ha,1004611.068,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,2003,2003,1000 ha,1005782.482,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,2004,2004,1000 ha,1006953.897,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,2005,2005,1000 ha,1008125.311,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,2006,2006,1000 ha,1009296.725,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,2007,2007,1000 ha,1010468.139,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,2008,2008,1000 ha,1011639.554,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,2009,2009,1000 ha,1012810.968,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,2010,2010,1000 ha,1013982.382,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,2011,2011,1000 ha,1014347.198,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,2012,2012,1000 ha,1014712.014,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,2013,2013,1000 ha,1015076.829,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,2014,2014,1000 ha,1015441.645,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,2015,2015,1000 ha,1015806.461,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,2016,2016,1000 ha,1016332.66,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,2017,2017,1000 ha,1016789.111,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,2018,2018,1000 ha,1017014.47,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,2019,2019,1000 ha,1017230.18,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,2020,2020,1000 ha,1017451.89,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,2021,2021,1000 ha,1017674.79,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,2022,2022,1000 ha,1017896.901,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1961,1961,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1962,1962,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1963,1963,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1964,1964,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1965,1965,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1966,1966,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1967,1967,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1968,1968,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1969,1969,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1970,1970,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1971,1971,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1972,1972,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1973,1973,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1974,1974,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1975,1975,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1976,1976,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1977,1977,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1978,1978,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1979,1979,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1980,1980,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1981,1981,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1982,1982,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1983,1983,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1984,1984,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1985,1985,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1986,1986,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1987,1987,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1988,1988,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1989,1989,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1990,1990,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1991,1991,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1992,1992,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1993,1993,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1994,1994,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1995,1995,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1996,1996,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1997,1997,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1998,1998,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,1999,1999,1000 ha,848654.7,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,2000,2000,1000 ha,848635.8,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,2001,2001,1000 ha,848635.8,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,2002,2002,1000 ha,848635.8,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,2003,2003,1000 ha,848635.8,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,2004,2004,1000 ha,848635.8,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,2005,2005,1000 ha,848635.8,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,2006,2006,1000 ha,848635.8,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,2007,2007,1000 ha,848635.8,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,2008,2008,1000 ha,848635.8,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,2009,2009,1000 ha,848635.8,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,2010,2010,1000 ha,848635.8,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,2011,2011,1000 ha,848635.8,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,2012,2012,1000 ha,848635.8,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,2013,2013,1000 ha,848635.8,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,2014,2014,1000 ha,848635.8,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,2015,2015,1000 ha,848635.8,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,2016,2016,1000 ha,849607.8,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,2017,2017,1000 ha,849602.8,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,2018,2018,1000 ha,849602.8,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,2019,2019,1000 ha,849602.8,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,2020,2020,1000 ha,849602.8,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,2021,2021,1000 ha,849602.8,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6601,Land area,2022,2022,1000 ha,849602.8,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1961,1961,1000 ha,489056.2745,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1962,1962,1000 ha,491259.8615,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1963,1963,1000 ha,494087.5082,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1964,1964,1000 ha,496679.7396,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1965,1965,1000 ha,500980.221,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1966,1966,1000 ha,501728.5557,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1967,1967,1000 ha,504308.5939,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1968,1968,1000 ha,528317.5911,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1969,1969,1000 ha,525504.0489,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1970,1970,1000 ha,508067.0285,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1971,1971,1000 ha,514192.1967,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1972,1972,1000 ha,514891.83,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1973,1973,1000 ha,512994.68,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1974,1974,1000 ha,515483.53,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1975,1975,1000 ha,515173.53,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1976,1976,1000 ha,516816.53,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1977,1977,1000 ha,507533.23,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1978,1978,1000 ha,512380.73,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1979,1979,1000 ha,509483.33,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1980,1980,1000 ha,512042.83,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1981,1981,1000 ha,512590.33,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1982,1982,1000 ha,507242.83,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1983,1983,1000 ha,500248.93,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1984,1984,1000 ha,502936.83,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1985,1985,1000 ha,503115.93,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1986,1986,1000 ha,484891.33,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1987,1987,1000 ha,487262.63,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1988,1988,1000 ha,488246.93,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1989,1989,1000 ha,483212.63,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1990,1990,1000 ha,480389.89,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1991,1991,1000 ha,478582.6473,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1992,1992,1000 ha,481653.5519,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1993,1993,1000 ha,475612.0665,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1994,1994,1000 ha,484503.5579,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1995,1995,1000 ha,478610.0648,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1996,1996,1000 ha,480314.4655,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1997,1997,1000 ha,477162.9297,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1998,1998,1000 ha,478691.4017,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,1999,1999,1000 ha,468362.6809,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,2000,2000,1000 ha,469982.3824,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,2001,2001,1000 ha,470060.5813,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,2002,2002,1000 ha,461212.0345,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,2003,2003,1000 ha,453541.86,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,2004,2004,1000 ha,408981.99,B,Time series break,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,2005,2005,1000 ha,424133.62,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,2006,2006,1000 ha,422880.45,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,2007,2007,1000 ha,412093.68,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,2008,2008,1000 ha,402934.31,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,2009,2009,1000 ha,398030.54,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,2010,2010,1000 ha,390068.37,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,2011,2011,1000 ha,409800.8,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,2012,2012,1000 ha,400595.764,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,2013,2013,1000 ha,385196.39,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,2014,2014,1000 ha,387881.72,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,2015,2015,1000 ha,361199.97,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,2016,2016,1000 ha,355584.49,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,2017,2017,1000 ha,384923.01,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,2018,2018,1000 ha,371826.35,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,2019,2019,1000 ha,375248.92,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,2020,2020,1000 ha,368355.75,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,2021,2021,1000 ha,376120.78,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6610,Agricultural land,2022,2022,1000 ha,375692.78,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,1990,1990,1000 ha,184974.31,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,1991,1991,1000 ha,184809.7236,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,1992,1992,1000 ha,184645.1372,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,1993,1993,1000 ha,184480.5509,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,1994,1994,1000 ha,184315.9645,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,1995,1995,1000 ha,184151.3781,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,1996,1996,1000 ha,183986.7918,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,1997,1997,1000 ha,183822.2054,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,1998,1998,1000 ha,183657.619,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,1999,1999,1000 ha,183493.0326,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,2000,2000,1000 ha,183328.4463,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,2001,2001,1000 ha,183097.1052,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,2002,2002,1000 ha,182865.7641,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,2003,2003,1000 ha,182634.423,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,2004,2004,1000 ha,182403.0819,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,2005,2005,1000 ha,182171.7408,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,2006,2006,1000 ha,181940.3997,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,2007,2007,1000 ha,181709.0586,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,2008,2008,1000 ha,181477.7175,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,2009,2009,1000 ha,181246.3764,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,2010,2010,1000 ha,181015.0353,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,2011,2011,1000 ha,181699.0104,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,2012,2012,1000 ha,182382.9855,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,2013,2013,1000 ha,183066.9606,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,2014,2014,1000 ha,183750.9358,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,2015,2015,1000 ha,184434.9109,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,2016,2016,1000 ha,185346.55,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,2017,2017,1000 ha,185302.78,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,2018,2018,1000 ha,185266.72,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,2019,2019,1000 ha,185249.02,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,2020,2020,1000 ha,185248.02,A,Official figure,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,2021,2021,1000 ha,185235.8867,E,Estimated value,
RL,Land Use,009,Oceania,5110,Area,6646,Forest land,2022,2022,1000 ha,185231.1756,E,Estimated value,
